sale_id,sale_date,store_id,store_name,customer_id,channel,payment_method,product_id,barcode,quantity,unit_price_aed,discount_pct,promo_id,revenue_aed,cost_aed,gross_profit_aed
T022467,2025-12-27,S001,JVC Branch,C03829,Delivery,Cash,P0249,2563942788163,2,24.98,0.0,,49.96,35.62,14.34
T022468,2026-01-11,S004,Marina Branch,C03737,InStore,Google Pay,P0208,3494466574378,5,13.7,0.15,PR0008,68.5,66.35,2.15
T022469,2025-11-02,S001,JVC Branch,C00744,Delivery,Google Pay,P0026,2148951343321,5,14.0,0.0,,70.0,47.8,22.2
T022470,2025-11-20,S001,JVC Branch,C00738,InStore,Apple Pay,P0224,7716701450893,1,13.11,0.15,PR0071,13.11,12.09,1.02
T022471,2025-12-25,S004,Marina Branch,C02708,Online,Card,P0046,4887719065942,4,10.47,0.0,,41.88,24.6,17.28
T022472,2025-11-18,S005,Deira Branch,C02084,Delivery,Card,P0062,9651370985933,2,12.62,0.0,,25.24,14.82,10.42
T022473,2025-11-11,S001,JVC Branch,C02384,Online,Cash,P0105,7102767735928,3,11.45,0.1,PR0049,34.35,30.21,4.14
T022474,2025-12-26,S003,Al Barsha Branch,C01022,Delivery,Google Pay,P0081,9807935978203,2,12.47,0.0,,24.94,18.32,6.62
T022475,2025-10-21,S002,Dubai Hills Branch,C02517,Delivery,Card,P0084,4865281685058,4,11.23,0.0,,44.92,26.44,18.48
T022476,2025-10-29,S002,Dubai Hills Branch,C03208,Delivery,Google Pay,P0044,2812067974037,6,12.12,0.0,,72.72,45.78,26.94
T022477,2026-01-06,S003,Al Barsha Branch,C02393,Delivery,Google Pay,P0076,2268388516065,5,17.95,0.0,,89.75,52.6,37.15
T022478,2025-12-17,S001,JVC Branch,C00917,Delivery,Cash,P0007,6697848018454,1,23.4,0.0,,23.4,18.43,4.97
T022479,2025-12-18,S002,Dubai Hills Branch,C00865,Delivery,Apple Pay,P0129,3028439599534,4,13.94,0.0,,55.76,31.4,24.36
T022480,2026-01-01,S003,Al Barsha Branch,C03041,Delivery,Google Pay,P0226,8386631779716,2,19.71,0.0,,39.42,24.52,14.9
T022481,2025-11-25,S002,Dubai Hills Branch,C00532,Online,Card,P0259,9818063565128,5,15.73,0.0,,78.65,43.4,35.25
T022482,2025-12-03,S001,JVC Branch,C01861,Online,Google Pay,P0244,8814353682224,5,18.23,0.0,,91.15,53.5,37.65
T022483,2025-12-25,S003,Al Barsha Branch,C03069,Online,Card,P0109,3584168784998,6,11.78,0.2,PR0036,70.68,58.32,12.36
T022484,2025-12-21,S003,Al Barsha Branch,C03954,InStore,Google Pay,P0216,2104478985628,4,17.56,0.0,,70.24,40.8,29.44
T022485,2025-12-08,S005,Deira Branch,C03383,InStore,Card,P0075,8403690034324,1,5.38,0.0,,5.38,3.42,1.96
T022486,2025-10-19,S004,Marina Branch,C02845,Online,Card,P0017,8384251354276,1,9.45,0.0,,9.45,8.03,1.42
T022487,2025-12-25,S002,Dubai Hills Branch,C01995,Online,Cash,P0198,6256527047743,5,14.21,0.0,,71.05,58.15,12.9
T022488,2026-01-05,S001,JVC Branch,C01405,Online,Cash,P0189,1039308705934,1,44.62,0.1,PR0040,44.62,35.33,9.29
T022489,2025-12-12,S002,Dubai Hills Branch,C03486,Delivery,Apple Pay,P0237,2590947985150,2,5.97,0.1,PR0071,11.94,9.14,2.8
T022490,2026-01-12,S001,JVC Branch,C03636,Delivery,Card,P0179,7024103865710,3,12.27,0.0,,36.81,22.5,14.31
T022491,2025-10-22,S003,Al Barsha Branch,C00678,Online,Card,P0041,824008427108,4,17.43,0.0,,69.72,44.56,25.16
T022492,2025-12-12,S005,Deira Branch,C03336,InStore,Google Pay,P0255,9904137977239,5,7.51,0.05,PR0020,37.55,32.7,4.85
T022493,2025-12-07,S003,Al Barsha Branch,C00918,InStore,Card,P0183,32365199419,5,9.26,0.0,,46.3,26.9,19.4
T022494,2025-12-23,S002,Dubai Hills Branch,C02884,Delivery,Apple Pay,P0240,8112880133616,1,36.54,0.0,,36.54,23.35,13.19
T022495,2025-11-10,S001,JVC Branch,C01377,Online,Apple Pay,P0228,7589975711300,5,9.23,0.0,,46.15,30.4,15.75
T022496,2025-11-07,S004,Marina Branch,C01304,Online,Cash,P0077,6416052975168,6,13.88,0.0,,83.28,67.32,15.96
T022497,2025-12-04,S003,Al Barsha Branch,C01374,Online,Google Pay,P0021,6025634216072,6,21.37,0.05,PR0044,128.22,109.2,19.02
T022498,2025-11-13,S003,Al Barsha Branch,C01249,InStore,Card,P0046,4887719065942,4,8.38,0.2,PR0008,33.52,24.6,8.92
T022499,2025-11-30,S002,Dubai Hills Branch,C00416,Delivery,Card,P0027,7693676320164,3,9.0,0.0,,27.0,22.83,4.17
T022500,2025-10-30,S005,Deira Branch,C02579,Delivery,Card,P0063,471138267588,6,9.14,0.0,,54.84,40.86,13.98
T022501,2025-10-24,S001,JVC Branch,C00217,InStore,Google Pay,P0124,9822587139710,1,8.24,0.0,,8.24,6.58,1.66
T022502,2025-12-22,S001,JVC Branch,C03617,Delivery,Apple Pay,P0274,7175455884505,4,13.51,0.0,,54.04,40.92,13.12
T022503,2025-12-23,S003,Al Barsha Branch,C00456,Delivery,Card,P0262,2796114351906,3,11.87,0.1,PR0048,35.61,33.21,2.4
T022504,2025-12-24,S002,Dubai Hills Branch,C03004,Delivery,Google Pay,P0213,8460223569722,2,18.8,0.0,,37.6,26.32,11.28
T022505,2025-12-21,S001,JVC Branch,C02960,Delivery,Cash,P0008,8281489325286,2,13.21,0.25,PR0076,26.42,21.04,5.38
T022506,2025-11-22,S004,Marina Branch,C01739,InStore,Google Pay,P0089,1530515220475,5,9.51,0.15,PR0024,47.55,37.45,10.1
T022507,2025-11-11,S004,Marina Branch,C02058,Delivery,Cash,P0202,1914856467995,1,32.99,0.0,,32.99,19.26,13.73
T022508,2025-11-04,S001,JVC Branch,C02675,InStore,Google Pay,P0034,3271937452997,5,7.9,0.15,PR0075,39.5,28.35,11.15
T022509,2026-01-13,S001,JVC Branch,C00415,InStore,Google Pay,P0237,2590947985150,4,6.63,0.0,,26.52,18.28,8.24
T022510,2025-11-23,S005,Deira Branch,C00442,Delivery,Card,P0276,6996112535544,6,15.83,0.0,,94.98,76.98,18.0
T022511,2025-11-01,S005,Deira Branch,C02496,InStore,Cash,P0093,1952058527727,2,10.53,0.0,,21.06,13.84,7.22
T022512,2025-11-21,S004,Marina Branch,C00574,Delivery,Apple Pay,P0209,8994417154543,5,16.12,0.0,,80.6,44.5,36.1
T022513,2025-12-29,S003,Al Barsha Branch,C00369,Delivery,Cash,P0039,3634957885686,2,8.46,0.0,,16.92,11.58,5.34
T022514,2025-11-23,S003,Al Barsha Branch,C01088,Delivery,Google Pay,P0205,2890233030701,3,5.82,0.3,PR0040,17.46,14.19,3.27
T022515,2026-01-05,S003,Al Barsha Branch,C03111,InStore,Google Pay,P0007,6697848018454,2,23.4,0.0,,46.8,36.86,9.94
T022516,2026-01-01,S005,Deira Branch,C01536,Delivery,Cash,P0039,3634957885686,6,8.46,0.0,,50.76,34.74,16.02
T022517,2025-11-27,S004,Marina Branch,C03898,Delivery,Apple Pay,P0210,9652074466605,1,51.86,0.0,,51.86,30.86,21.0
T022518,2025-10-19,S004,Marina Branch,C03139,Online,Card,P0210,9652074466605,3,51.86,0.0,,155.58,92.58,63.0
T022519,2025-12-23,S005,Deira Branch,C03236,Delivery,Card,P0187,407859321339,4,15.1,0.05,PR0039,60.4,38.4,22.0
T022520,2026-01-07,S002,Dubai Hills Branch,C00253,Online,Card,P0130,9268705685668,3,11.29,0.0,,33.87,22.83,11.04
T022521,2025-12-24,S001,JVC Branch,C02817,Delivery,Apple Pay,P0198,6256527047743,3,12.08,0.15,PR0022,36.24,34.89,1.35
T022522,2025-12-03,S001,JVC Branch,C00440,Delivery,Apple Pay,P0228,7589975711300,1,9.23,0.0,,9.23,6.08,3.15
T022523,2025-11-20,S005,Deira Branch,C01711,Online,Card,P0290,4982182744858,1,21.8,0.0,,21.8,15.55,6.25
T022524,2025-11-05,S003,Al Barsha Branch,C03948,InStore,Card,P0267,3565880434163,1,48.01,0.0,,48.01,27.38,20.63
T022525,2025-12-03,S003,Al Barsha Branch,C03237,Online,Card,P0235,8004397359897,2,28.51,0.0,,57.02,47.2,9.82
T022526,2025-11-09,S004,Marina Branch,C02789,InStore,Google Pay,P0207,602933334681,2,16.12,0.0,,32.24,24.98,7.26
T022527,2025-11-20,S001,JVC Branch,C03558,InStore,Card,P0163,7759017518635,1,40.67,0.0,,40.67,27.28,13.39
T022528,2025-10-31,S005,Deira Branch,C02403,InStore,Apple Pay,P0033,6464170805317,4,12.06,0.1,PR0011,48.24,34.76,13.48
T022529,2025-12-08,S003,Al Barsha Branch,C03253,InStore,Apple Pay,P0043,8677496499094,2,12.93,0.0,,25.86,15.14,10.72
T022530,2025-10-29,S005,Deira Branch,C03413,Online,Cash,P0244,8814353682224,2,12.76,0.3,PR0032,25.52,21.4,4.12
T022531,2025-12-21,S005,Deira Branch,C03524,Delivery,Card,P0238,8615335554399,2,14.37,0.0,,28.74,22.58,6.16
T022532,2026-01-06,S003,Al Barsha Branch,C01483,InStore,Google Pay,P0178,8320603850508,5,22.39,0.0,,111.95,81.45,30.5
T022533,2026-01-07,S001,JVC Branch,C00296,InStore,Card,P0117,833016571208,1,11.3,0.15,PR0026,11.3,9.77,1.53
T022534,2025-10-19,S002,Dubai Hills Branch,C00788,Online,Google Pay,P0008,8281489325286,2,13.21,0.25,PR0061,26.42,21.04,5.38
T022535,2025-10-28,S005,Deira Branch,C01300,Delivery,Apple Pay,P0085,3221418880597,6,10.15,0.0,,60.9,39.72,21.18
T022536,2025-12-03,S004,Marina Branch,C02006,Delivery,Apple Pay,P0110,8523986800027,1,13.12,0.0,,13.12,8.77,4.35
T022537,2026-01-13,S001,JVC Branch,C03251,InStore,Apple Pay,P0133,3317393638541,1,9.28,0.0,,9.28,7.52,1.76
T022538,2025-11-20,S001,JVC Branch,C02840,InStore,Google Pay,P0281,5478077406493,3,11.21,0.2,PR0027,33.63,23.25,10.38
T022539,2025-10-29,S002,Dubai Hills Branch,C00861,Delivery,Card,P0031,6688937346701,2,10.91,0.0,,21.82,15.12,6.7
T022540,2025-12-01,S003,Al Barsha Branch,C00050,InStore,Cash,P0142,1631599965044,6,15.95,0.25,PR0023,95.7,89.34,6.36
T022541,2025-12-05,S002,Dubai Hills Branch,C03429,InStore,Google Pay,P0097,2029702135566,6,14.18,0.05,PR0007,85.08,67.32,17.76
T022542,2026-01-10,S005,Deira Branch,C03695,Delivery,Apple Pay,P0297,433504888995,6,18.45,0.0,,110.7,80.7,30.0
T022543,2025-10-21,S005,Deira Branch,C03471,Online,Card,P0259,9818063565128,5,15.73,0.0,,78.65,43.4,35.25
T022544,2025-11-12,S002,Dubai Hills Branch,C02458,InStore,Cash,P0117,833016571208,4,13.3,0.0,,53.2,39.08,14.12
T022545,2025-12-06,S003,Al Barsha Branch,C03217,InStore,Card,P0300,8925832067996,6,16.78,0.0,,100.68,57.0,43.68
T022546,2025-12-08,S002,Dubai Hills Branch,C00799,InStore,Apple Pay,P0141,9261429396858,5,14.58,0.0,,72.9,60.4,12.5
T022547,2025-10-19,S001,JVC Branch,C01873,Delivery,Apple Pay,P0044,2812067974037,6,8.48,0.3,PR0033,50.88,45.78,5.1
T022548,2025-11-03,S003,Al Barsha Branch,C02365,Online,Cash,P0158,7676772190343,1,25.6,0.2,PR0018,25.6,25.43,0.17
T022549,2025-12-21,S004,Marina Branch,C00718,InStore,Google Pay,P0059,909743953393,5,15.12,0.0,,75.6,63.75,11.85
T022550,2025-10-19,S003,Al Barsha Branch,C03836,Online,Google Pay,P0184,1510702966706,4,15.94,0.0,,63.76,52.32,11.44
T022551,2025-12-10,S005,Deira Branch,C01150,InStore,Google Pay,P0283,2417974973502,4,18.77,0.2,PR0058,75.08,63.24,11.84
T022552,2025-10-20,S001,JVC Branch,C03247,InStore,Card,P0232,4858333945224,5,14.52,0.0,,72.6,57.45,15.15
T022553,2025-12-25,S005,Deira Branch,C03716,InStore,Google Pay,P0070,5452711116153,5,10.74,0.0,,53.7,36.25,17.45
T022554,2025-12-11,S003,Al Barsha Branch,C00386,Online,Apple Pay,P0077,6416052975168,6,13.88,0.0,,83.28,67.32,15.96
T022555,2025-11-25,S001,JVC Branch,C02455,Delivery,Apple Pay,P0020,6204505331582,5,8.21,0.0,,41.05,32.85,8.2
T022556,2025-11-27,S002,Dubai Hills Branch,C03791,Delivery,Apple Pay,P0074,1476797643819,4,23.28,0.0,,93.12,75.88,17.24
T022557,2025-11-25,S003,Al Barsha Branch,C02454,Delivery,Cash,P0027,7693676320164,1,6.75,0.25,PR0019,6.75,7.61,-0.86
T022558,2025-12-03,S003,Al Barsha Branch,C00770,Delivery,Apple Pay,P0137,7509977008864,1,50.7,0.0,,50.7,38.64,12.06
T022559,2025-11-30,S003,Al Barsha Branch,C03640,InStore,Google Pay,P0210,9652074466605,1,51.86,0.0,,51.86,30.86,21.0
T022560,2025-12-27,S002,Dubai Hills Branch,C02035,Online,Card,P0221,1143744701204,5,27.24,0.1,PR0017,136.2,90.0,46.2
T022561,2026-01-06,S001,JVC Branch,C02283,Delivery,Google Pay,P0017,8384251354276,6,9.45,0.0,,56.7,48.18,8.52
T022562,2026-01-13,S004,Marina Branch,C03085,Online,Apple Pay,P0089,1530515220475,4,11.19,0.0,,44.76,29.96,14.8
T022563,2025-12-08,S003,Al Barsha Branch,C00238,Delivery,Google Pay,P0075,8403690034324,3,5.38,0.0,,16.14,10.26,5.88
T022564,2025-12-27,S001,JVC Branch,C00784,InStore,Google Pay,P0030,1665876036691,6,11.55,0.05,PR0027,69.3,45.18,24.12
T022565,2025-11-08,S004,Marina Branch,C01152,Online,Card,P0095,7652775841611,1,11.74,0.0,,11.74,6.9,4.84
T022566,2025-11-10,S001,JVC Branch,C02061,Delivery,Apple Pay,P0077,6416052975168,5,13.88,0.0,,69.4,56.1,13.3
T022567,2025-11-10,S005,Deira Branch,C02512,Online,Google Pay,P0184,1510702966706,6,15.94,0.0,,95.64,78.48,17.16
T022568,2025-12-01,S004,Marina Branch,C01009,Online,Cash,P0265,7690426818186,4,11.7,0.05,PR0041,46.8,41.36,5.44
T022569,2025-12-01,S002,Dubai Hills Branch,C01924,Online,Cash,P0122,7426841459334,3,9.79,0.0,,29.37,19.32,10.05
T022570,2025-11-09,S004,Marina Branch,C01144,Online,Cash,P0221,1143744701204,1,30.27,0.0,,30.27,18.0,12.27
T022571,2026-01-06,S002,Dubai Hills Branch,C02836,Delivery,Google Pay,P0037,5314737996501,6,14.48,0.0,,86.88,59.16,27.72
T022572,2026-01-02,S003,Al Barsha Branch,C02974,Online,Card,P0269,9080759579478,3,9.23,0.2,PR0079,27.69,20.28,7.41
T022573,2025-11-05,S003,Al Barsha Branch,C00146,Delivery,Google Pay,P0040,3518233749896,4,14.42,0.0,,57.68,36.4,21.28
T022574,2025-12-03,S002,Dubai Hills Branch,C02387,Delivery,Card,P0048,2567468071549,1,19.49,0.0,,19.49,13.11,6.38
T022575,2025-11-15,S001,JVC Branch,C01080,Online,Cash,P0031,6688937346701,2,9.82,0.1,PR0055,19.64,15.12,4.52
T022576,2026-01-03,S005,Deira Branch,C03906,InStore,Card,P0079,9212779979956,1,13.9,0.0,,13.9,8.07,5.83
T022577,2025-12-15,S003,Al Barsha Branch,C03703,Delivery,Apple Pay,P0155,4785969691556,1,13.43,0.1,PR0038,13.43,9.84,3.59
T022578,2025-11-02,S005,Deira Branch,C02341,Online,Cash,P0297,433504888995,2,18.45,0.0,,36.9,26.9,10.0
T022579,2025-12-23,S002,Dubai Hills Branch,C01130,Online,Card,P0235,8004397359897,6,21.38,0.25,PR0065,128.28,141.6,-13.32
T022580,2025-10-28,S005,Deira Branch,C03275,Delivery,Cash,P0100,4225831323708,1,12.4,0.0,,12.4,9.46,2.94
T022581,2025-12-27,S004,Marina Branch,C03485,Delivery,Google Pay,P0164,8929750017019,4,10.1,0.0,,40.4,25.48,14.92
T022582,2026-01-15,S002,Dubai Hills Branch,C00416,Online,Card,P0181,5618537474116,4,16.76,0.0,,67.04,40.0,27.04
T022583,2025-11-29,S002,Dubai Hills Branch,C01377,Online,Google Pay,P0245,8781414139754,6,8.85,0.0,,53.1,31.02,22.08
T022584,2025-12-20,S002,Dubai Hills Branch,C01037,Online,Apple Pay,P0219,9926189141178,3,11.36,0.0,,34.08,25.5,8.58
T022585,2025-12-02,S005,Deira Branch,C01883,Online,Apple Pay,P0162,2325367294663,3,17.73,0.0,,53.19,43.92,9.27
T022586,2025-10-18,S003,Al Barsha Branch,C01791,InStore,Apple Pay,P0195,2621815997064,5,14.31,0.0,,71.55,44.95,26.6
T022587,2025-11-24,S001,JVC Branch,C01331,Delivery,Cash,P0221,1143744701204,3,30.27,0.0,,90.81,54.0,36.81
T022588,2025-10-25,S002,Dubai Hills Branch,C01378,InStore,Card,P0035,9663193149195,3,17.96,0.0,,53.88,31.38,22.5
T022589,2025-12-27,S001,JVC Branch,C03471,Delivery,Card,P0051,4677378263984,1,30.37,0.0,,30.37,21.24,9.13
T022590,2025-10-30,S002,Dubai Hills Branch,C00414,InStore,Apple Pay,P0205,2890233030701,6,8.31,0.0,,49.86,28.38,21.48
T022591,2025-10-18,S001,JVC Branch,C02789,InStore,Card,P0255,9904137977239,5,7.91,0.0,,39.55,32.7,6.85
T022592,2025-10-31,S002,Dubai Hills Branch,C01087,Delivery,Card,P0108,47974801622,6,14.31,0.0,,85.86,72.12,13.74
T022593,2025-10-20,S005,Deira Branch,C02802,Online,Apple Pay,P0294,8113863383929,1,18.13,0.0,,18.13,14.51,3.62
T022594,2025-11-19,S003,Al Barsha Branch,C01869,InStore,Apple Pay,P0056,5045562386921,6,14.92,0.2,PR0013,89.52,84.84,4.68
T022595,2025-11-18,S004,Marina Branch,C01493,Delivery,Google Pay,P0109,3584168784998,2,14.73,0.0,,29.46,19.44,10.02
T022596,2025-12-27,S001,JVC Branch,C02928,Delivery,Card,P0099,7394731217275,1,50.11,0.25,PR0012,50.11,55.06,-4.95
T022597,2025-11-07,S004,Marina Branch,C01149,Delivery,Cash,P0281,5478077406493,3,14.01,0.0,,42.03,23.25,18.78
T022598,2025-12-09,S002,Dubai Hills Branch,C01921,Online,Cash,P0074,1476797643819,5,23.28,0.0,,116.4,94.85,21.55
T022599,2025-12-03,S002,Dubai Hills Branch,C03050,Delivery,Google Pay,P0129,3028439599534,3,13.94,0.0,,41.82,23.55,18.27
T022600,2025-11-21,S001,JVC Branch,C03424,Online,Google Pay,P0048,2567468071549,1,18.52,0.05,PR0024,18.52,13.11,5.41
T022601,2026-01-05,S004,Marina Branch,C03010,Delivery,Google Pay,P0144,7541212678883,1,71.14,0.0,,71.14,46.83,24.31
T022602,2025-12-13,S002,Dubai Hills Branch,C00517,Delivery,Google Pay,P0257,8811729806864,1,20.98,0.0,,20.98,12.66,8.32
T022603,2025-12-12,S005,Deira Branch,C01913,InStore,Apple Pay,P0078,4535218188357,2,12.13,0.0,,24.26,17.62,6.64
T022604,2025-12-27,S001,JVC Branch,C03046,Online,Google Pay,P0241,5011024819344,3,10.2,0.0,,30.6,23.7,6.9
T022605,2025-12-09,S002,Dubai Hills Branch,C00465,InStore,Apple Pay,P0275,9982455877165,4,9.55,0.0,,38.2,30.96,7.24
T022606,2025-10-23,S004,Marina Branch,C02717,InStore,Apple Pay,P0021,6025634216072,3,22.49,0.0,,67.47,54.6,12.87
T022607,2025-11-21,S004,Marina Branch,C01766,Delivery,Google Pay,P0223,7621202169796,5,13.7,0.2,PR0021,68.5,71.8,-3.3
T022608,2025-12-31,S003,Al Barsha Branch,C00694,InStore,Apple Pay,P0065,1390053293184,4,17.89,0.0,,71.56,43.44,28.12
T022609,2025-10-19,S002,Dubai Hills Branch,C00318,Online,Apple Pay,P0045,9361832421021,1,8.02,0.0,,8.02,4.58,3.44
T022610,2025-12-09,S005,Deira Branch,C02979,Delivery,Card,P0174,4814917785075,1,75.14,0.0,,75.14,58.72,16.42
T022611,2025-10-22,S004,Marina Branch,C01001,InStore,Apple Pay,P0209,8994417154543,3,16.12,0.0,,48.36,26.7,21.66
T022612,2025-12-03,S001,JVC Branch,C02068,InStore,Apple Pay,P0105,7102767735928,1,12.72,0.0,,12.72,10.07,2.65
T022613,2025-12-09,S005,Deira Branch,C02051,Delivery,Google Pay,P0011,3105183473829,2,11.45,0.0,,22.9,16.64,6.26
T022614,2025-11-01,S001,JVC Branch,C01785,InStore,Card,P0274,7175455884505,1,13.51,0.0,,13.51,10.23,3.28
T022615,2025-10-25,S001,JVC Branch,C03683,Delivery,Apple Pay,P0217,332309821506,4,9.76,0.05,PR0077,39.04,31.84,7.2
T022616,2025-12-11,S003,Al Barsha Branch,C03735,InStore,Google Pay,P0070,5452711116153,6,9.13,0.15,PR0050,54.78,43.5,11.28
T022617,2025-11-08,S002,Dubai Hills Branch,C02980,Delivery,Cash,P0135,4235369378545,1,9.76,0.0,,9.76,8.1,1.66
T022618,2025-10-30,S001,JVC Branch,C02433,InStore,Google Pay,P0008,8281489325286,5,17.61,0.0,,88.05,52.6,35.45
T022619,2025-12-21,S004,Marina Branch,C01866,InStore,Google Pay,P0089,1530515220475,3,11.19,0.0,,33.57,22.47,11.1
T022620,2025-10-20,S001,JVC Branch,C00706,InStore,Card,P0145,6046618398263,1,14.75,0.0,,14.75,8.51,6.24
T022621,2025-10-28,S005,Deira Branch,C02360,Delivery,Cash,P0142,1631599965044,2,21.27,0.0,,42.54,29.78,12.76
T022622,2025-12-16,S002,Dubai Hills Branch,C03107,Online,Cash,P0054,7187026217452,3,16.68,0.0,,50.04,42.0,8.04
T022623,2025-10-31,S002,Dubai Hills Branch,C00951,Delivery,Cash,P0229,272614933160,6,9.43,0.1,PR0053,56.58,44.94,11.64
T022624,2025-12-28,S002,Dubai Hills Branch,C03059,Delivery,Apple Pay,P0077,6416052975168,6,13.88,0.0,,83.28,67.32,15.96
T022625,2025-12-30,S005,Deira Branch,C00940,Delivery,Card,P0166,3712938700514,3,15.56,0.0,,46.68,34.86,11.82
T022626,2025-12-23,S003,Al Barsha Branch,C00321,InStore,Apple Pay,P0070,5452711116153,5,9.67,0.1,PR0058,48.35,36.25,12.1
T022627,2025-12-07,S005,Deira Branch,C00090,Delivery,Google Pay,P0111,5952694958882,4,5.85,0.15,PR0006,23.4,16.36,7.04
T022628,2026-01-02,S004,Marina Branch,C03073,InStore,Card,P0054,7187026217452,4,12.51,0.25,PR0068,50.04,56.0,-5.96
T022629,2025-11-11,S003,Al Barsha Branch,C02301,InStore,Apple Pay,P0184,1510702966706,5,15.94,0.0,,79.7,65.4,14.3
T022630,2025-11-21,S001,JVC Branch,C01849,Online,Card,P0111,5952694958882,6,6.88,0.0,,41.28,24.54,16.74
T022631,2026-01-13,S001,JVC Branch,C01336,Delivery,Card,P0005,3056413953768,2,12.4,0.0,,24.8,18.74,6.06
T022632,2026-01-07,S004,Marina Branch,C01659,Online,Apple Pay,P0008,8281489325286,5,17.61,0.0,,88.05,52.6,35.45
T022633,2026-01-15,S004,Marina Branch,C01239,InStore,Google Pay,P0129,3028439599534,5,13.94,0.0,,69.7,39.25,30.45
T022634,2025-11-18,S002,Dubai Hills Branch,C02244,Online,Google Pay,P0047,4902787429677,5,10.89,0.05,PR0051,54.45,48.05,6.4
T022635,2025-11-21,S004,Marina Branch,C02762,Delivery,Apple Pay,P0167,1554262218905,3,17.95,0.0,,53.85,30.75,23.1
T022636,2025-12-28,S002,Dubai Hills Branch,C03930,Online,Cash,P0108,47974801622,6,14.31,0.0,,85.86,72.12,13.74
T022637,2025-11-29,S001,JVC Branch,C00681,InStore,Google Pay,P0191,7528953926442,2,11.52,0.0,,23.04,14.9,8.14
T022638,2025-11-22,S002,Dubai Hills Branch,C02341,Online,Card,P0287,3136502491637,2,12.77,0.0,,25.54,18.94,6.6
T022639,2025-11-21,S001,JVC Branch,C03181,Online,Card,P0147,5965756924596,1,8.73,0.0,,8.73,5.16,3.57
T022640,2025-12-13,S005,Deira Branch,C00978,Online,Google Pay,P0233,8460810620034,6,13.68,0.0,,82.08,58.98,23.1
T022641,2025-11-08,S005,Deira Branch,C00735,Delivery,Card,P0222,225579415523,3,7.0,0.0,,21.0,14.22,6.78
T022642,2025-11-04,S003,Al Barsha Branch,C01827,Online,Card,P0278,8006811492166,1,54.05,0.0,,54.05,31.28,22.77
T022643,2025-11-02,S005,Deira Branch,C03665,Delivery,Apple Pay,P0055,5780913431614,4,19.31,0.0,,77.24,62.24,15.0
T022644,2026-01-05,S002,Dubai Hills Branch,C00325,Online,Card,P0247,4525777547818,4,11.4,0.0,,45.6,29.36,16.24
T022645,2025-12-17,S001,JVC Branch,C00253,InStore,Apple Pay,P0274,7175455884505,6,13.51,0.0,,81.06,61.38,19.68
T022646,2025-11-23,S001,JVC Branch,C03284,Delivery,Card,P0104,1094396907844,1,50.36,0.0,,50.36,40.43,9.93
T022647,2026-01-09,S005,Deira Branch,C03561,Online,Card,P0081,9807935978203,1,9.35,0.25,PR0042,9.35,9.16,0.19
T022648,2025-10-28,S002,Dubai Hills Branch,C02810,InStore,Cash,P0287,3136502491637,1,10.85,0.15,PR0046,10.85,9.47,1.38
T022649,2025-12-14,S003,Al Barsha Branch,C03899,InStore,Google Pay,P0183,32365199419,4,9.26,0.0,,37.04,21.52,15.52
T022650,2025-12-12,S004,Marina Branch,C02505,Delivery,Google Pay,P0100,4225831323708,6,12.4,0.0,,74.4,56.76,17.64
T022651,2025-11-29,S005,Deira Branch,C00837,InStore,Card,P0234,4380571983862,3,10.72,0.0,,32.16,24.27,7.89
T022652,2025-11-03,S005,Deira Branch,C00618,Online,Card,P0078,4535218188357,4,12.13,0.0,,48.52,35.24,13.28
T022653,2026-01-13,S004,Marina Branch,C02723,Online,Cash,P0046,4887719065942,3,10.47,0.0,,31.41,18.45,12.96
T022654,2025-12-14,S002,Dubai Hills Branch,C01801,Delivery,Google Pay,P0152,1254573875711,6,15.2,0.0,,91.2,58.26,32.94
T022655,2025-11-30,S004,Marina Branch,C03521,Delivery,Card,P0161,9584982544949,1,9.57,0.0,,9.57,7.52,2.05
T022656,2025-10-26,S003,Al Barsha Branch,C00364,Delivery,Card,P0246,5775949299550,5,11.98,0.0,,59.9,34.75,25.15
T022657,2025-12-22,S005,Deira Branch,C01698,InStore,Cash,P0124,9822587139710,1,8.24,0.0,,8.24,6.58,1.66
T022658,2025-11-12,S003,Al Barsha Branch,C01336,Online,Apple Pay,P0243,6072832684240,2,16.07,0.0,,32.14,20.4,11.74
T022659,2026-01-01,S003,Al Barsha Branch,C02457,Online,Apple Pay,P0080,4905814770056,1,6.72,0.0,,6.72,3.83,2.89
T022660,2026-01-04,S003,Al Barsha Branch,C03909,InStore,Apple Pay,P0163,7759017518635,1,32.54,0.2,PR0024,32.54,27.28,5.26
T022661,2025-11-02,S002,Dubai Hills Branch,C01958,Online,Card,P0054,7187026217452,1,16.68,0.0,,16.68,14.0,2.68
T022662,2025-12-05,S005,Deira Branch,C01514,Online,Google Pay,P0100,4225831323708,3,12.4,0.0,,37.2,28.38,8.82
T022663,2025-12-18,S005,Deira Branch,C03280,Online,Cash,P0257,8811729806864,3,20.98,0.0,,62.94,37.98,24.96
T022664,2025-11-25,S002,Dubai Hills Branch,C02152,Online,Apple Pay,P0056,5045562386921,6,18.65,0.0,,111.9,84.84,27.06
T022665,2025-11-11,S004,Marina Branch,C03613,Online,Google Pay,P0241,5011024819344,2,10.2,0.0,,20.4,15.8,4.6
T022666,2025-12-28,S005,Deira Branch,C00786,InStore,Apple Pay,P0073,1201836675250,6,13.3,0.0,,79.8,48.24,31.56
